Header_review,review_text,rating
Best in the market!,Good 🙂,5.0
Mind-blowing purchase,"It's Awesome product, in this price range.",5.0
Could be way better,Average,2.0
Highly recommended,"Good design , easy paring , battery backup is very good , sound quality is awesome , latency  is very low, music playback duration is very good , best buds in this price range",5.0
Delightful,It's worth of money,4.0
Pretty good,Its amazing products value for money,4.0
Worthless,Not good ........,1.0
Decent product,Good,3.0
Simply awesome,It's good,5.0
Nice product,Decent in this price,4.0
Worth the money,"I'd recommend this product for those who want a clear sound and smooth bass. It was perfect for it's price. The shape of this earbuds was very cute and they were like small eggs. Don't expect much bass, but it has a smooth and medium bass. Overall go for this earbuds if you want a budget TWS earphones.",4.0
Bad quality,Feather touch not working properly,2.0
Just okay,Overall good...call quality and mic is just ok..,3.0
Very Good,Good,4.0
Awesome,Nice product.. fast tym i am purches this headphone... i am very very very happy.... 😍😍😍,5.0
Good,It's good product but I'm uncomfortable with mic & touch controls.,3.0
Best in the market!,Absolute delight  to hear please buy😀,5.0
Terrific purchase,Osm,5.0
Terrific,Excellent...worthful product,5.0
Excellent,Good quality and good sound ifect,5.0
Pretty good,Super,4.0
Terrific,Best buds in this range..Super bass quality and audio experiencePerfect fit for all ears,5.0
Must buy!,Best,5.0
Wonderful,The touch is not working well,4.0
Highly recommended,Best product at best price 👌,5.0
Unsatisfactory,Worst Battery backup ever don't buy waste of money,1.0
Nice product,Good,4.0
Nice,Nice product but some features not available,3.0
Brilliant,"Realme buds Q is great tws product in this price range,it has great and premium look with low latency mode.I suggest with buds Q for every user.",5.0
Must buy!,"Dynamic Looks with good Quality of sound , perfect fit For ears. just loved it.",5.0
Great product,Nice sounds,5.0
Terrible product,Don't buy .After 5 days of using right side bud stop working.,1.0
Worth every penny,Fantastic earbids i am satisfy,5.0
Terrific,A good product with powerful bass sound and awesome battery backup 👌👌,5.0
Just wow!,"Nice , love to listen",5.0
Nice,Ear fitting issue,3.0
Fabulous!,V nyc sound quality,5.0
Good quality product,It's sound quality is decent 👌 and but bass quality is not much good as I expected. But it's sensors part also not working properly . And overall in this price range that is 1499 you can better one as compared to this .,4.0
Wonderful,"Heard there is good bass before buying, but not that much..Noise cancellation is good so par considering the price tag",4.0
Brilliant,Really a True sound quality Must purchase,5.0
Decent product,Average,3.0
Fabulous!,Great Product Recommended For EveryOne 🔥🔥🔥,5.0
Good quality product,If you want to buy boat buds in this range than please buy it. Charging case' built quality isn't upto mark but they are dope🔥 Battery backup is awesome.,4.0
Perfect product!,Super,5.0
Super!,Best Buds in this price range . Overall good product. Bass was amazing.,5.0
Worth the money,Good product,4.0
Good quality product,It's sound quality is decent 👌 and but bass quality is not much good as I expected. But it's sensors part also not working properly . And overall in this price range that is 1499 you can better one as compared to this .,4.0
Wonderful,"Heard there is good bass before buying, but not that much..Noise cancellation is good so par considering the price tag",4.0
Brilliant,Really a True sound quality Must purchase,5.0
Decent product,Average,3.0
Fabulous!,Great Product Recommended For EveryOne 🔥🔥🔥,5.0
Good quality product,If you want to buy boat buds in this range than please buy it. Charging case' built quality isn't upto mark but they are dope🔥 Battery backup is awesome.,4.0
Perfect product!,Super,5.0
Super!,Best Buds in this price range . Overall good product. Bass was amazing.,5.0
Worth the money,Good product,4.0
Utterly Disappointed,Everything is good but fitting in ears is quite annoying..Not for turbaned Sikhs..poor fitting,1.0
Terrific purchase,Very good product,5.0
Great product,Ok,5.0
Excellent,I really love this sound..,5.0
Worthless,It's not working not connected with phone after one month use,1.0
Really Nice,It's an average Bluetooth headset. In this range I would call it a good buy. Sound is perfect for movies and calls. If You are a music freak you may get disappointed with the bass but overall it's a good buy.,4.0
Classy product,Nyc 1,5.0
Wonderful,Very nice & good,4.0
Decent product,Mic is not good... catching too much noise,3.0
Worth every penny,"After use of 15 days i face a problem of latency sometimes. But when you disconnected and reconnect it will fix. Battery backup is really good, and bass also.",5.0
Terrific,Just owesome i got it as 1400 best deal ever,5.0
Decent product,"Buds do not fit properly, otherwise you can go for it.",3.0
Bad quality,This is not properly charging  after 1 week the case is charged but the earbuds not properly charging,2.0
Worth every penny,Better quality product And sound quality is awesome I like it,5.0
Excellent,It's amazing 😍 😍😍,5.0
Very poor,No battery backupI am totally disappointed,1.0
Just okay,Average product in this price range good option,3.0
Awesome,Very nice,5.0
Wonderful,Good product this range of price,4.0
Brilliant,Sound quality is  good,5.0
Highly recommended,Super,5.0
Worth every penny,Superp,5.0
Excellent,Awesome quality ever ☺️☺️☺️,5.0
Super!,Very nice sound quality amazing,5.0
Very poor,Very poor battery backup and it takes long time to charging,1.0
Mind-blowing purchase,ok,5.0
Terrific,This Product Is actually Superb in music as well as in Bass.. i just Buyed this Product twice in year bcoz of this type of Superb Experience.. and as weell this Company Produce actually Awesome thing in the Best rate as compare to Others so yes i can proudly say and even suggest to everyone that If you want better experience In all thing please buy the Realme Product,5.0
Value-for-money,Nice,4.0
Mind-blowing purchase,This is the best buds under 1500.nice product,5.0
Just wow!,Nice prodect,5.0
Excellent,1499 best deal totally outstanding go for it,5.0
Excellent,Awesome quality ever ☺️☺️☺️,5.0
Super!,Very nice sound quality amazing,5.0
Very poor,Very poor battery backup and it takes long time to charging,1.0
Mind-blowing purchase,ok,5.0
Terrific,This Product Is actually Superb in music as well as in Bass.. i just Buyed this Product twice in year bcoz of this type of Superb Experience.. and as weell this Company Produce actually Awesome thing in the Best rate as compare to Others so yes i can proudly say and even suggest to everyone that If you want better experience In all thing please buy the Realme Product,5.0
Value-for-money,Nice,4.0
Mind-blowing purchase,This is the best buds under 1500.nice product,5.0
Just wow!,Nice prodect,5.0
Excellent,1499 best deal totally outstanding go for it,5.0
Pretty good,Awesome product,4.0
Brilliant,Super product,5.0
Simply awesome,Good product..,5.0
Great product,Nice product,5.0
Nice product,Nice on but bass this no clyer and all points good 😊,4.0
Very Good,Good,4.0
Just wow!,Really very nice experience,5.0
Bad quality,Average,2.0
Decent product,It is okay to buy..till now no issues 👌,3.0
Wonderful,It's a very nice product,5.0
Utterly Disappointed,Connectivity issue many times,1.0
Good choice,Nice ear buds,4.0
Awesome,"Its a very nice product and a very good sound quality, battry backup. Its a very good stylish looking device.",5.0
Classy product,Very good,5.0
Very Good,Case quality is some what bad but charging super and improve touch is not working quickly,4.0
Nice,Touch properly not work,3.0
Great product,It's a great Product.,5.0
Mind-blowing purchase,I m very happy to purchase this product  sound quality too good love it thanks realme,5.0
Mind-blowing purchase,Good,5.0
Could be way better,"Not even a month old they already stopped charging ..keep them in case , put it to charge , stil they not charging ...",2.0
Great product,Good design quality,5.0
Not recommended at all,Facing charging issuesBuds are not charging fully,1.0
Decent product,It's ok But I purchased it for my Laptop & Android Led Tv but it's leg on there & when it's connected with laptop than not hearing any Sound I Tried everything but not listing anything on my laptop.,3.0
Best in the market!,Very nice product,5.0
Fabulous!,Nice...,5.0
Super!,Very good product some and base osm,5.0
Simply awesome,Value For Money 🔥🔥🔥,5.0
Worth the money,It awesome. The case has battery life about 15 hours.and the buds have minimum of 3.5 hours.used it more than 2 months and it not had any problems.,4.0
